City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
698,Portland,US,45.5234,-122.6762,57.15,85,100,9.22,overcast clouds
699,Nicoya,CR,10.1483,-85.452,73.9,91,93,0.51,overcast clouds
700,Tiarei,PF,-17.5333,-149.3333,80.62,79,39,11.61,light rain
701,Zarya,RU,55.7553,38.0958,32.14,85,100,15.37,light snow
702,Victoria Point,AU,-27.5833,153.3,86.68,65,57,4.0,broken clouds
703,Taltal,CL,-25.4,-70.4833,58.51,77,14,2.53,few clouds
704,Mackenzie,CA,55.2999,-123.1698,39.42,45,100,4.61,overcast clouds
705,Aranos,NA,-24.1333,19.1167,67.53,16,8,12.39,clear sky
706,Minudasht,IR,37.2289,55.3747,53.17,82,0,0.0,clear sky
707,Sola,VU,-13.8833,167.55,88.47,66,1,0.0,clear sky
708,Bonavista,CA,48.6499,-53.1147,46.31,72,8,15.52,clear sky
709,Idlib,SY,35.9306,36.6339,62.78,49,54,7.85,broken clouds
710,Alice Springs,AU,-23.7,133.8833,83.75,28,35,14.97,scattered clouds
711,Kapuskasing,CA,49.4169,-82.4331,50.09,71,40,4.61,scattered clouds
